Zipcode,Place Name,State,County,Lat,Lon,
42 47951,Kentland,IN,Newton,40.7877,-87.447,
41 50848,Gravity,IA,Taylor,40.7909,-94.750,
42 53143,Kenosha,WI,Kenosha,42.5617,-87.830,
46 21208,Pikesville,MD,Baltimore,39.3764,-76.72,
42 13483,Westdale,NY,Oneida,43.4117,-75.822,
47 28337,Elizabethtown,NC,Bladen,34.6471,-78.574,
50 40111,Cloverport,KY,Breckinridge,37.7731,-86.628,
42 36915,Needham,AL,Choctaw,31.9879,-88.336,
37 60482,Worth,IL,Cook,41.6895,-87.786,
42 20675,Pomfret,MD,Charles,38.5855,-77.009,
45 77497,Stafford,TX,Fort Bend,29.6161,-95.557,
53 20704,Beltsville,MD,Prince George's,39.0348,-76.907,
49 92583,San Jacinto,CA,Riverside,33.7967,-116.932,
44 38505,Cookeville,TN,Putnam,36.1418,-85.454,
39 48417,Burt,MI,Saginaw,43.2404,-83.951,
40 66625,Topeka,KS,Shawnee,39.0483,-95.67,
45 55485,Minneapolis,MN,Hennepin,44.98,-93.263,
48 33414,Wellington,FL,Palm Beach,26.6587,-80.241,
42 68431,Rulo,NE,Richardson,40.0536,-95.429,
39 67134,Sawyer,KS,Pratt,37.5101,-98.664,
52 80918,Colorado Springs,CO,El Paso,38.9129,-104.773,
44 4263,Leeds,ME,Androscoggin,44.2834,-70.125,
46 55111,Saint Paul,MN,Hennepin,44.8828,-93.200,
46 98275,Mukilteo,WA,Snohomish,47.9199,-122.301,
49 26722,Green Spring,WV,Hampshire,39.5029,-78.627,
55 70181,New Orleans,LA,Jefferson Parish,29.6779,-90.090,
43 89162,Las Vegas,NV,Clark,36.1725,-115.141,
46 18344,Mount Pocono,PA,Monroe,41.1216,-75.352,
45 85323,Avondale,AZ,Maricopa,33.4321,-112.343,
44 36916,Pennington,AL,Choctaw,32.2094,-88.04,
44 93302,Bakersfield,CA,Kern,35.3733,-119.018,
41 77085,Houston,TX,Harris,29.6218,-95.481,
37 74008,Bixby,OK,Tulsa,35.942,-95.883,
45 74842,Fittstown,OK,Pontotoc,34.6148,-96.634,
50 33311,Fort Lauderdale,FL,Broward,26.1421,-80.172,
41 30398,Atlanta,GA,Fulton,33.8444,-84.474,
44 54465,Pickerel,WI,Langlade,45.3567,-88.913,
42 29931,Lobeco,SC,Beaufort,32.5527,-80.743,
43 38079,Tiptonville,TN,Lake,36.3846,-89.464,
42 17837,Lewisburg,PA,Union,40.9702,-76.909,
40 14415,Bellona,NY,Yates,42.7554,-77.021,
40 67621,Agra,KS,Phillips,39.8037,-99.125,
49 95062,Santa Cruz,CA,Santa Cruz,36.9721,-121.988,
45 47408,Bloomington,IN,Monroe,39.2303,-86.469,
45 15558,Salisbury,PA,Somerset,39.7531,-79.083,
49 94258,Sacramento,CA,Sacramento,38.5816,-121.494,
43 7439,Ogdensburg,NJ,Sussex,41.0767,-74.598,
41 61320,Dalzell,IL,Bureau,41.3547,-89.170,
39 30622,Bogart,GA,Oconee,33.934,-83.505,
44 99139,Ione,WA,Pend Oreille,48.741,-117.417,
51 90059,Los Angeles,CA,Los Angeles,33.9293,-118.246,
44 47619,Lynnville,IN,Warrick,38.1961,-87.293,
40 42539,Liberty,KY,Casey,37.3146,-84.971,
45 15662,Luxor,PA,Westmoreland,40.3342,-79.478,
47 22041,Falls Church,VA,Fairfax,38.8502,-77.144,
41 84078,Vernal,UT,Uintah,40.4406,-109.546,
40 64078,Peculiar,MO,Cass,38.7165,-94.440,
42 59538,Malta,MT,Phillips,48.3692,-107.840,
41 88341,Nogal,NM,Lincoln,33.4996,-105.703,
45 58770,Parshall,ND,Mountrail,47.956,-102.142,
42 58027,Enderlin,ND,Ransom,46.6079,-97.610,
52 16660,Mc Connellstown,PA,Huntingdon,40.4025,-77.96,
44 16436,Spring Creek,PA,Warren,41.92,-79.448,
42 75507,Texarkana,TX,Bowie,33.4251,-94.047,
43 63536,Downing,MO,Schuyler,40.4875,-92.369,
45 44906,Mansfield,OH,Richland,40.7627,-82.559,
42 65081,Tipton,MO,Moniteau,38.6548,-92.781,
40 2284,Boston,MA,Suffolk,42.3389,-70.919,
41 11566,Merrick,NY,Nassau,40.6685,-73.553,
52 70003,Metairie,LA,Jefferson Parish,29.9975,-90.214,
48 66110,Kansas City,KS,Wyandotte,39.0966,-94.749,
41 31321,Pembroke,GA,Bryan,32.1812,-81.665,
48 57339,Fort Thompson,SD,Buffalo,44.0517,-99.397,
50 12749,Kauneonga Lake,NY,Sullivan,41.6874,-74.835,
44 32752,Longwood,FL,Seminole,28.7448,-81.223,
46 97217,Portland,OR,Multnomah,45.5742,-122.684,
41 59027,Emigrant,MT,Park,45.2708,-110.792,
46 54603,La Crosse,WI,La Crosse,43.8487,-91.248,
46 44502,Youngstown,OH,Mahoning,41.0774,-80.640,
48 36142,Montgomery,AL,Montgomery,32.2334,-86.208,
42 73444,Hennepin,OK,Garvin,34.4719,-97.387,
45 24271,Nickelsville,VA,Scott,36.7502,-82.420,
48 18822,Hallstead,PA,Susquehanna,41.9598,-75.782,
48 47965,New Market,IN,Montgomery,39.9524,-86.920,
46 48143,Lakeland,MI,Livingston,42.4573,-83.836,
46 98585,Silver Creek,WA,Lewis,46.5491,-122.475,
40 37845,Petros,TN,Morgan,36.0959,-84.442,
41 37920,Knoxville,TN,Knox,35.8929,-83.938,
45 74472,Whitefield,OK,Haskell,35.2646,-95.264,
46 40145,Hudson,KY,Breckinridge,37.6506,-86.301,
46 46167,Pittsboro,IN,Hendricks,39.8615,-86.464,
39 14218,Buffalo,NY,Erie,42.8146,-78.807,
48 28678,Stony Point,NC,Alexander,35.8661,-81.064,
45 29468,Pineville,SC,Berkeley,33.4199,-80.093,
40 51656,Yorktown,IA,Page,40.7374,-95.156,
47 6415,Colchester,CT,New London,41.5662,-72.344,
46 29177,White Rock,SC,Richland,34.1504,-81.260,
43 76082,Springtown,TX,Parker,32.966,-97.683,
53 99566,Chitina,AK,Valdez-Cordova (CA),61.471,-144.99,
37 52642,Rome,IA,Henry,40.9774,-91.692,
41 65470,Falcon,MO,Laclede,37.6061,-92.346,
47 40270,Louisville,KY,Jefferson,38.2542,-85.759,
46 28573,Pollocksville,NC,Jones,35.0151,-77.228,
48 29540,Darlington,SC,Darlington,34.3843,-79.842,
37 39094,Lena,MS,Leake,32.6446,-89.549,
45 28805,Asheville,NC,Buncombe,35.6004,-82.491,
47 40217,Louisville,KY,Jefferson,38.2174,-85.740,
43 66542,Tecumseh,KS,Shawnee,39.0217,-95.537,
42 5821,Barnet,VT,Caledonia,44.3179,-72.078,
41 55707,Barnum,MN,Carlton,46.5196,-92.629,
38 74170,Tulsa,OK,Tulsa,36.1398,-96.029,
41 72410,Alicia,AR,Lawrence,35.9423,-91.08,
52 93067,Summerland,CA,Santa Barbara,34.4214,-119.596,
42 38574,Monterey,TN,Putnam,36.1509,-85.254,
42 95676,Robbins,CA,Sutter,38.8702,-121.705,
38 67522,Buhler,KS,Reno,38.1309,-97.769,
42 50309,Des Moines,IA,Polk,41.5887,-93.621,
43 30015,Covington,GA,Newton,33.5968,-83.860,
51 90082,Los Angeles,CA,Los Angeles,34.0522,-118.243,
44 25779,Huntington,WV,Cabell,38.4134,-82.277,
47 35234,Birmingham,AL,Jefferson,33.5378,-86.806,
42 68927,Bertrand,NE,Phelps,40.5608,-99.575,
41 81633,Dinosaur,CO,Moffat,40.377,-108.39,
43 50231,Randall,IA,Hamilton,42.2383,-93.600,
46 47552,Lincoln City,IN,Spencer,38.1242,-86.99,
49 95820,Sacramento,CA,Sacramento,38.5347,-121.445,
51 20914,Silver Spring,MD,Montgomery,38.9907,-77.026,
45 56137,Heron Lake,MN,Jackson,43.7979,-95.326,
38 42361,Olaton,KY,Ohio,37.5259,-86.687,
43 90743,Surfside,CA,Orange,33.7264,-118.083,
45 65456,Davisville,MO,Crawford,37.787,-91.211,
42 44630,Greentown,OH,Stark,40.9295,-81.400,
40 43337,Morral,OH,Marion,40.6954,-83.204,
47 92120,San Diego,CA,San Diego,32.7958,-117.070,
43 57421,Amherst,SD,Marshall,45.7585,-97.927,
39 85743,Tucson,AZ,Pima,32.3366,-111.177,
46 97205,Portland,OR,Multnomah,45.5207,-122.688,
47 15720,Brush Valley,PA,Indiana,40.5292,-79.084,
44 1527,Millbury,MA,Worcester,42.1968,-71.764,
41 30336,Atlanta,GA,Fulton,33.7406,-84.554,
41 62239,Dupo,IL,St. Clair,38.5162,-90.210,
40 28435,Currie,NC,Pender,34.4497,-78.092,
44 12134,Northville,NY,Fulton,43.2662,-74.228,
47 33090,Homestead,FL,Miami-Dade,25.5584,-80.458,
56 20020,Washington,DC,District of Columbia,38.86,-76.974,
47 37766,La Follette,TN,Campbell,36.4248,-84.090,
48 19804,Wilmington,DE,New Castle,39.7168,-75.618,
42 52804,Davenport,IA,Scott,41.5386,-90.611,
40 48233,Detroit,MI,Wayne,42.2399,-83.150,
44 35966,Flat Rock,AL,Jackson,34.8076,-85.708,
46 60969,Union Hill,IL,Kankakee,41.1088,-88.146,
47 33073,Pompano Beach,FL,Broward,26.2997,-80.18,
38 74149,Tulsa,OK,Tulsa,36.1398,-96.029,
44 15781,Walston,PA,Jefferson,40.9651,-78.994,
45 44101,Cleveland,OH,Cuyahoga,41.5234,-81.599,
45 27045,Rural Hall,NC,Forsyth,36.2293,-80.293,
40 76701,Waco,TX,McLennan,31.5525,-97.139,
39 58422,Cathay,ND,Wells,47.6289,-99.404,
41 12792,Yulan,NY,Sullivan,41.5226,-74.932,
47 22940,Free Union,VA,Albemarle,38.1944,-78.584,
44 74935,Fanshawe,OK,Le Flore,34.9537,-94.899,
41 42050,Hickman,KY,Fulton,36.5593,-89.194,
41 61771,Secor,IL,Woodford,40.7224,-89.127,
43 79830,Alpine,TX,Brewster,30.2631,-103.654,
49 18441,Lenoxville,PA,Susquehanna,41.6595,-75.628,
39 60002,Antioch,IL,Lake,42.4648,-88.117,
41 37641,Chuckey,TN,Greene,36.2569,-82.690,
58 20434,Washington,DC,District of Columbia,38.8933,-77.014,
44 55366,New Auburn,MN,Sibley,44.6735,-94.229,
45 5302,Brattleboro,VT,Windham,42.8509,-72.557,
40 24712,Athens,WV,Mercer,37.4323,-80.997,
46 12582,Stormville,NY,Dutchess,41.5512,-73.725,
46 70164,New Orleans,LA,Orleans,29.9546,-90.075,
40 55324,Darwin,MN,Meeker,45.1029,-94.424,
46 71865,Wilton,AR,Little River,33.7475,-94.151,
46 28136,Polkville,NC,Cleveland,35.3961,-81.630,
53 32549,Fort Walton Beach,FL,Okaloosa,30.4208,-86.619,
42 73042,Gracemont,OK,Caddo,35.1875,-98.283,
53 92561,Mountain Center,CA,Riverside,33.7042,-116.725,
37 78873,Leakey,TX,Real,29.769,-99.747,
49 27942,Harrellsville,NC,Hertford,36.2866,-76.776,
44 23843,Dolphin,VA,Brunswick,36.8318,-77.788,
47 67430,Cawker City,KS,Mitchell,39.5115,-98.433,
51 90061,Los Angeles,CA,Los Angeles,33.9245,-118.271,
46 72340,Goodwin,AR,St. Francis,34.9358,-91.029,
43 34243,Sarasota,FL,Manatee,27.4072,-82.530,
40 86510,Pinon,AZ,Navajo,36.1002,-110.221,
45 54979,Van Dyne,WI,Fond du Lac,43.8734,-88.5,
47 74802,Shawnee,OK,Pottawatomie,35.3273,-96.925,
38 51040,Onawa,IA,Monona,42.037,-96.107,
43 54947,Larsen,WI,Winnebago,44.1984,-88.696,
39 71940,Delight,AR,Pike,34.0238,-93.524,
38 52649,Salem,IA,Henry,40.8568,-91.633,
41 48652,Rhodes,MI,Gladwin,43.8517,-84.213,
39 83686,Nampa,ID,Canyon,43.5441,-116.56,
44 33777,Seminole,FL,Pinellas,27.8688,-82.734,
40 57313,Armour,SD,Douglas,43.316,-98.341,
39 68664,Snyder,NE,Dodge,41.7039,-96.788,
40 68172,Omaha,NE,Douglas,41.2586,-95.937,
45 7840,Hackettstown,NJ,Warren,40.8529,-74.834,
47 92197,San Diego,CA,San Diego,32.7153,-117.157,
47 34945,Fort Pierce,FL,St. Lucie,27.4382,-80.44,
42 25606,Accoville,WV,Logan,37.7687,-81.837,
42 22730,Oakpark,VA,Madison,38.3674,-78.162,
46 26546,Pursglove,WV,Monongalia,39.6746,-80.03,
41 92857,Orange,CA,Orange,33.8317,-117.849,
41 68816,Archer,NE,Merrick,41.1782,-98.118,
47 71343,Jonesville,LA,Catahoula,31.6862,-91.867,
45 86544,Red Valley,AZ,Apache,35.2375,-109.522,
46 80121,Littleton,CO,Arapahoe,39.6111,-104.953,
43 74872,Stratford,OK,Garvin,34.7714,-96.976,
43 87417,Kirtland,NM,San Juan,36.741,-108.35,
42 21045,Columbia,MD,Howard,39.2051,-76.832,
37 83728,Boise,ID,Ada,43.6135,-116.203,
43 89145,Las Vegas,NV,Clark,36.1693,-115.282,
42 88343,Picacho,NM,Lincoln,33.3518,-105.14,
46 33757,Clearwater,FL,Pinellas,27.8918,-82.724,
47 22042,Falls Church,VA,Fairfax,38.8635,-77.193,
45 44825,Chatfield,OH,Crawford,40.9542,-82.943,
44 10113,New York,NY,New York,40.7808,-73.977,
39 1775,Stow,MA,Middlesex,42.4308,-71.51,
52 29373,Pacolet Mills,SC,Spartanburg,34.9226,-81.742,
43 47174,Sulphur,IN,Crawford,38.2259,-86.490,
47 27525,Franklinton,NC,Franklin,36.0955,-78.448,
43 85942,Woodruff,AZ,Navajo,34.6475,-110.080,
44 10130,New York,NY,New York,40.7808,-73.977,
42 97391,Toledo,OR,Lincoln,44.6271,-123.930,
39 45040,Mason,OH,Warren,39.3357,-84.314,
39 47443,Lyons,IN,Greene,38.9717,-87.101,
36 56157,Lynd,MN,Lyon,44.4032,-95.923,
44 32185,Putnam Hall,FL,Putnam,29.7368,-81.95,
42 55308,Becker,MN,Sherburne,45.4365,-93.84,
46 16834,Drifting,PA,Clearfield,41.0242,-78.108,
42 35758,Madison,AL,Madison,34.7108,-86.742,
46 65102,Jefferson City,MO,Cole,38.5767,-92.173,
44 78231,San Antonio,TX,Bexar,29.5714,-98.541,
47 76308,Wichita Falls,TX,Wichita,33.8633,-98.53,
43 92064,Poway,CA,San Diego,32.9756,-117.040,
40 75757,Bullard,TX,Smith,32.1095,-95.334,
45 62902,Carbondale,IL,Jackson,37.6636,-89.117,
46 92562,Murrieta,CA,Riverside,33.5631,-117.273,
47 47903,Lafayette,IN,Tippecanoe,40.3044,-86.824,
50 71368,Sicily Island,LA,Catahoula,31.8507,-91.680,
48 77566,Lake Jackson,TX,Brazoria,29.0393,-95.440,
42 92899,Anaheim,CA,Orange,33.8373,-117.871,
48 28307,Fort Bragg,NC,Cumberland,35.1416,-79.002,
42 23423,Quinby,VA,Accomack,37.5423,-75.741,
47 6493,Wallingford,CT,New Haven,41.3657,-72.927,
45 54976,Saxeville,WI,Waushara,44.1761,-89.114,
38 64012,Belton,MO,Cass,38.8161,-94.532,
47 4544,East Boothbay,ME,Lincoln,43.8262,-69.593,
52 80960,Colorado Springs,CO,El Paso,38.8339,-104.821,
39 65026,Eldon,MO,Miller,38.3401,-92.573,
46 90721,Los Alamitos,CA,Orange,33.8023,-118.06,
73 94131,San Francisco,CA,City and County of San Francisco,37.745,-122.438,
45 34639,Land O Lakes,FL,Pasco,28.2258,-82.454,
48 36585,Wagarville,AL,Washington,31.4102,-88.070,
41 74332,Big Cabin,OK,Craig,36.534,-95.224,
44 17340,Littlestown,PA,Adams,39.7495,-77.100,
41 27533,Goldsboro,NC,Wayne,35.372,-78.052,
39 68329,Cook,NE,Johnson,40.4986,-96.152,
44 79018,Channing,TX,Hartley,35.6837,-102.330,
40 80229,Denver,CO,Adams,39.8671,-104.922,
55 96857,Schofield Barracks,HI,Honolulu,21.4963,-158.064,
40 12993,Westport,NY,Essex,44.205,-73.470,
40 37365,Palmer,TN,Grundy,35.3741,-85.564,
41 58752,Lignite,ND,Burke,48.8481,-102.554,
46 22815,Broadway,VA,Rockingham,38.6083,-78.787,
42 47344,Greensboro,IN,Henry,39.8789,-85.46,
46 19072,Narberth,PA,Montgomery,40.0177,-75.259,
42 13437,Redfield,NY,Oswego,43.5658,-75.824,
40 43988,Scio,OH,Harrison,40.4012,-81.101,
40 45775,Rutland,OH,Meigs,39.0909,-82.148,
43 60966,Sheldon,IL,Iroquois,40.7803,-87.573,
39 77519,Batson,TX,Hardin,30.225,-94.609,
40 54115,De Pere,WI,Brown,44.4388,-88.080,
41 59854,Ovando,MT,Powell,47.0067,-113.090,
41 32833,Orlando,FL,Orange,28.5088,-81.070,
43 49232,Camden,MI,Hillsdale,41.7361,-84.724,
46 22217,Arlington,VA,Arlington,38.8808,-77.112,
42 44833,Galion,OH,Crawford,40.7303,-82.793,
40 55920,Byron,MN,Olmsted,44.0373,-92.630,
43 50570,Ottosen,IA,Humboldt,42.8764,-94.378,
43 24382,Wytheville,VA,Wythe,36.9407,-81.094,
45 85301,Glendale,AZ,Maricopa,33.5311,-112.176,
45 4785,Van Buren,ME,Aroostook,47.1589,-67.945,
44 70344,Chauvin,LA,Terrebonne,29.4634,-90.59,
45 29566,Little River,SC,Horry,33.8768,-78.650,
45 46296,Indianapolis,IN,Marion,39.796,-86.149,
34 46155,Mays,IN,Rush,39.7437,-85.4,
38 97304,Salem,OR,Polk,44.9588,-123.075,
41 40702,Corbin,KY,Whitley,36.9374,-84.103,
45 11795,West Islip,NY,Suffolk,40.7117,-73.300,
45 46183,West Newton,IN,Marion,39.6531,-86.282,
43 72178,West Point,AR,White,35.2032,-91.606,
47 1473,Westminster,MA,Worcester,42.5483,-71.909,
41 28552,Lowland,NC,Pamlico,35.306,-76.577,
42 26590,Wana,WV,Monongalia,39.6735,-80.318,
46 11968,Southampton,NY,Suffolk,40.9043,-72.410,
40 58736,Drake,ND,McHenry,47.9024,-100.37,
43 8312,Clayton,NJ,Gloucester,39.659,-75.094,
61 99654,Wasilla,AK,Matanuska-Susitna Borough,61.5923,-149.395,
42 36038,Gantt,AL,Covington,31.2609,-86.444,
50 74006,Bartlesville,OK,Washington,36.7366,-95.925,
50 12937,Fort Covington,NY,Franklin,44.9731,-74.492,
45 65801,Springfield,MO,Greene,37.2581,-93.343,
48 95227,Clements,CA,San Joaquin,38.1929,-121.081,
39 50152,Luther,IA,Boone,41.9387,-93.837,
38 41553,Phelps,KY,Pike,37.4987,-82.158,
42 63056,Leslie,MO,Franklin,38.4555,-91.232,
43 52570,Milton,IA,Van Buren,40.6721,-92.143,
41 75849,Latexo,TX,Houston,31.3952,-95.474,
44 68583,Lincoln,NE,Lancaster,40.7845,-96.688,
43 42135,Franklin,KY,Simpson,36.7223,-86.577,
44 80802,Arapahoe,CO,Cheyenne,38.8417,-102.19,
41 41561,Rockhouse,KY,Pike,37.3316,-82.462,
42 49348,Wayland,MI,Allegan,42.6643,-85.619,
38 40913,Beverly,KY,Bell,36.9442,-83.55,
43 4055,Naples,ME,Cumberland,43.9681,-70.598,
46 12173,Stuyvesant,NY,Columbia,42.3596,-73.761,
50 19126,Philadelphia,PA,Montgomery,40.0568,-75.137,
62 70811,Baton Rouge,LA,East Baton Rouge Parish,30.5317,-91.116,
41 66960,Narka,KS,Republic,39.9582,-97.424,
50 71101,Shreveport,LA,Caddo Parish,32.5037,-93.748,
51 80922,Colorado Springs,CO,El Paso,38.905,-104.698,
45 85662,Nogales,AZ,Santa Cruz,31.532,-110.909,
41 45881,Rawson,OH,Hancock,40.9589,-83.784,
44 40575,Lexington,KY,Fayette,38.0283,-84.471,
39 78548,Grulla,TX,Starr,26.2897,-98.647,
49 10314,Staten Island,NY,Richmond,40.6039,-74.147,
41 10541,Mahopac,NY,Putnam,41.3717,-73.750,
39 81030,Cheraw,CO,Otero,38.107,-103.510,
45 37663,Kingsport,TN,Sullivan,36.4715,-82.483,
46 60128,Carol Stream,IL,DuPage,41.8397,-88.088,
39 64728,Bronaugh,MO,Vernon,37.69,-94.48,
43 46988,Twelve Mile,IN,Cass,40.8547,-86.212,
41 93765,Fresno,CA,Fresno,36.7464,-119.639,
44 78393,Woodsboro,TX,Refugio,28.2232,-97.319,
43 46044,Frankton,IN,Madison,40.2285,-85.779,
48 56256,Madison,MN,Lac qui Parle,44.9946,-96.164,
50 37070,Goodlettsville,TN,Davidson,36.3231,-86.713,
40 98360,Orting,WA,Pierce,47.0822,-122.18,
43 18976,Warrington,PA,Bucks,40.2464,-75.135,
39 28088,Landis,NC,Rowan,35.5435,-80.612,
50 31522,Saint Simons Island,GA,Glynn,31.23,-81.350,
42 46737,Fremont,IN,Steuben,41.7331,-84.945,
44 75424,Blue Ridge,TX,Collin,33.3061,-96.390,
40 55336,Glencoe,MN,McLeod,44.778,-94.161,
40 88514,El Paso,TX,El Paso,31.6948,-106.,
42 20175,Leesburg,VA,Loudoun,39.042,-77.605,
46 75442,Farmersville,TX,Collin,33.1659,-96.368,
74 94137,San Francisco,CA,City and County of San Francisco,37.7749,-122.419,
42 7001,Avenel,NJ,Middlesex,40.5826,-74.278,
47 97336,Crawfordsville,OR,Linn,44.3593,-122.850,
43 31401,Savannah,GA,Chatham,32.0749,-81.088,
39 83013,Moran,WY,Teton,43.9509,-110.553,
41 44473,Vienna,OH,Trumbull,41.2175,-80.65,
45 29842,Beech Island,SC,Aiken,33.4707,-81.863,
49 47710,Evansville,IN,Vanderburgh,38.0086,-87.574,
42 11598,Woodmere,NY,Nassau,40.6326,-73.714,
38 74361,Pryor,OK,Mayes,36.2921,-95.312,
45 46913,Bringhurst,IN,Carroll,40.5163,-86.520,
49 24476,Steeles Tavern,VA,Augusta,37.9705,-79.223,
41 47385,Spiceland,IN,Henry,39.8271,-85.44,
39 75205,Dallas,TX,Dallas,32.826,-96.784,
42 61880,Tolono,IL,Champaign,39.985,-88.259,
47 13676,Potsdam,NY,St. Lawrence,44.6592,-74.968,
41 4231,Stoneham,ME,Oxford,44.2641,-70.887,
44 14847,Interlaken,NY,Seneca,42.6165,-76.726,
43 52308,Millersburg,IA,Iowa,41.5733,-92.159,
40 38954,Sidon,MS,Carroll,33.4095,-90.177,
39 14220,Buffalo,NY,Erie,42.8441,-78.818,
38 93531,Keene,CA,Kern,35.2375,-118.607,
68 20374,Washington Navy Yard,DC,District of Columbia,38.8951,-77.036,
46 18349,Pocono Manor,PA,Monroe,41.1001,-75.358,
40 75453,Lone Oak,TX,Hunt,32.9916,-95.943,
47 19374,Toughkenamon,PA,Chester,39.8315,-75.757,
47 32567,Laurel Hill,FL,Okaloosa,30.9524,-86.400,
42 88025,Buckhorn,NM,Grant,33.0633,-108.695,
38 75561,Hooks,TX,Bowie,33.5253,-94.265,
39 65733,Protem,MO,Taney,36.5286,-92.846,
43 3238,Glencliff,NH,Grafton,43.9828,-71.893,
45 45070,West Elkton,OH,Preble,39.5897,-84.558,
41 82412,Byron,WY,Big Horn,44.7844,-108.54,
41 77986,Sublime,TX,Lavaca,29.4876,-96.794,
46 78347,Chapman Ranch,TX,Nueces,27.5988,-97.46,
42 67485,Tipton,KS,Mitchell,39.3436,-98.464,
41 55785,Swatara,MN,Aitkin,46.9232,-93.746,
41 54949,Manawa,WI,Waupaca,44.4701,-88.916,
38 74145,Tulsa,OK,Tulsa,36.0934,-95.885,
41 54830,Danbury,WI,Burnett,45.9726,-92.29,
40 66720,Chanute,KS,Neosho,37.6749,-95.45,
46 15473,Perryopolis,PA,Fayette,40.0646,-79.775,
39 25530,Kenova,WV,Wayne,38.3569,-82.525,
46 91335,Reseda,CA,Los Angeles,34.2007,-118.539,
50 63873,Portageville,MO,New Madrid,36.4279,-89.700,
53 21278,Baltimore,MD,Baltimore (city),39.2847,-76.620,
45 70780,Sunshine,LA,Iberville,30.2982,-91.179,
42 43937,Maynard,OH,Belmont,40.1302,-80.877,
43 15311,Amity,PA,Washington,40.0498,-80.168,
40 47851,Fontanet,IN,Vigo,39.5737,-87.245,
39 44089,Vermilion,OH,Erie,41.41,-82.355,
40 73645,Erick,OK,Beckham,35.2286,-99.863,
42 52069,Preston,IA,Jackson,42.0539,-90.395,
39 63439,Emden,MO,Shelby,39.8019,-91.860,
41 32068,Middleburg,FL,Clay,30.084,-81.864,
44 59483,Sun River,MT,Cascade,47.481,-111.724,
45 68627,Cedar Rapids,NE,Boone,41.5564,-98.155,
43 67219,Wichita,KS,Sedgwick,37.7719,-97.317,
54 17249,Rockhill Furnace,PA,Huntingdon,40.2414,-77.899,
38 67352,Longton,KS,Elk,37.3905,-96.081,
42 27857,Oak City,NC,Martin,35.9597,-77.300,
44 4046,Kennebunkport,ME,York,43.3923,-70.472,
38 7191,Newark,NJ,Essex,40.7918,-74.245,
43 62932,Elkville,IL,Jackson,37.9155,-89.233,
40 77282,Houston,TX,Harris,29.834,-95.434,
44 71831,Columbus,AR,Hempstead,33.7935,-93.80,
41 52778,Wilton,IA,Muscatine,41.5858,-91.0,
40 60104,Bellwood,IL,Cook,41.8825,-87.878,
50 33328,Fort Lauderdale,FL,Broward,26.0671,-80.272,
43 52574,Mystic,IA,Appanoose,40.7883,-92.928,
52 17052,Mapleton Depot,PA,Huntingdon,40.3864,-77.960,
40 66013,Bucyrus,KS,Miami,38.7283,-94.688,
41 50516,Badger,IA,Webster,42.6144,-94.146,
49 21409,Annapolis,MD,Anne Arundel,39.0416,-76.437,
39 77803,Bryan,TX,Brazos,30.6913,-96.371,
39 25247,Hartford,WV,Mason,39.004,-81.98,
46 54480,Stetsonville,WI,Taylor,45.0792,-90.282,
44 11796,West Sayville,NY,Suffolk,40.732,-73.,
69 23806,Virginia State University,VA,Petersburg (city),37.2327,-77.38,
46 78387,Sinton,TX,San Patricio,28.0339,-97.519,
42 62982,Rosiclare,IL,Hardin,37.424,-88.346,
54 14726,Conewango Valley,NY,Cattaraugus,42.2625,-79.02,
42 13794,Killawog,NY,Broome,42.4028,-76.036,
45 72740,Huntsville,AR,Madison,36.1043,-93.727,
51 92270,Rancho Mirage,CA,Riverside,33.7643,-116.422,
47 77651,Port Neches,TX,Jefferson,29.977,-93.962,
48 93599,Palmdale,CA,Los Angeles,34.5794,-118.116,
42 76360,Electra,TX,Wichita,34.0362,-98.915,
45 15436,Fairchance,PA,Fayette,39.8229,-79.755,
44 24023,Roanoke,VA,Montgomery,37.271,-79.941,
41 13753,Delhi,NY,Delaware,42.2937,-74.920,
44 56116,Beaver Creek,MN,Rock,43.6223,-96.369,
38 76803,Early,TX,Brown,31.7421,-98.945,
39 44735,Canton,OH,Stark,40.8118,-81.368,
42 48134,Flat Rock,MI,Wayne,42.1055,-83.279,
42 8817,Edison,NJ,Middlesex,40.5171,-74.397,
38 72515,Bexar,AR,Fulton,36.2901,-92.05,
47 62757,Springfield,IL,Sangamon,39.8017,-89.643,
42 25505,Big Creek,WV,Logan,38.0043,-82.040,
40 72355,Lexa,AR,Phillips,34.5979,-90.752,
42 66203,Shawnee,KS,Johnson,39.0417,-94.720,
44 86332,Kirkland,AZ,Yavapai,34.4541,-112.896,
48 37044,Clarksville,TN,Montgomery,36.5314,-87.35,
42 33944,Palmdale,FL,Glades,26.9464,-81.309,
45 33761,Clearwater,FL,Pinellas,28.031,-82.723,
41 39108,Mc Cool,MS,Attala,33.1632,-89.326,
44 32443,Greenwood,FL,Jackson,30.8667,-85.115,
43 31415,Savannah,GA,Chatham,32.0753,-81.128,
40 50621,Conrad,IA,Grundy,42.2342,-92.886,
47 93062,Simi Valley,CA,Ventura,34.2694,-118.781,
47 98641,Oysterville,WA,Pacific,46.5448,-124.042,
40 39191,Wesson,MS,Copiah,31.6901,-90.413,
46 29071,Lexington,SC,Lexington,33.9815,-81.236,
45 17057,Middletown,PA,Dauphin,40.2041,-76.733,
42 59463,Monarch,MT,Cascade,47.0722,-110.87,
49 70605,Lake Charles,LA,Calcasieu,30.1693,-93.221,
