Zipcode,Place Name,State,County,Lat,Lon,
44 86053,Kaibeto,AZ,Coconino,36.4025,-111.351,
41 76679,Purdon,TX,Navarro,31.9483,-96.585,
35 50020,Anita,IA,Cass,41.45,-94.779,
47 33932,Fort Myers Beach,FL,Lee,26.5529,-81.948,
42 95677,Rocklin,CA,Placer,38.7877,-121.236,
39 14224,Buffalo,NY,Erie,42.8371,-78.748,
40 45316,Clifton,OH,Greene,39.797,-83.825,
50 75962,Nacogdoches,TX,Nacogdoches,31.6995,-94.607,
41 50067,Decatur,IA,Decatur,40.743,-93.831,
52 18002,Lehigh Valley,PA,Northampton,40.6656,-75.426,
39 37140,Only,TN,Hickman,35.8679,-87.665,
40 35963,Dawson,AL,DeKalb,34.3568,-85.929,
49 23509,Norfolk,VA,Norfolk (city),36.8787,-76.260,
43 84630,Fayette,UT,Sanpete,39.2315,-111.849,
42 48663,Saginaw,MI,Saginaw,43.4195,-83.950,
41 98034,Kirkland,WA,King,47.7188,-122.196,
37 73717,Alva,OK,Woods,36.8016,-98.672,
40 68359,Friend,NE,Saline,40.6368,-97.273,
47 48321,Auburn Hills,MI,Oakland,42.6601,-83.386,
47 87029,Lindrith,NM,Rio Arriba,36.3249,-107.049,
42 31024,Eatonton,GA,Putnam,33.3127,-83.362,
40 27808,Bath,NC,Beaufort,35.4702,-76.771,
43 12427,Elka Park,NY,Greene,42.1643,-74.124,
50 7604,Hasbrouck Heights,NJ,Bergen,40.8623,-74.075,
39 39442,Laurel,MS,Jones,31.6823,-89.040,
43 79978,El Paso,TX,El Paso,31.7587,-106.486,
44 3873,Sandown,NH,Rockingham,42.9308,-71.186,
47 15331,Ellsworth,PA,Washington,40.1073,-80.020,
39 45169,Sabina,OH,Clinton,39.49,-83.650,
41 64681,Sumner,MO,Chariton,39.655,-93.224,
40 42354,Mc Henry,KY,Ohio,37.3778,-86.929,
41 75040,Garland,TX,Dallas,32.9227,-96.624,
48 95207,Stockton,CA,San Joaquin,38.0024,-121.323,
51 59912,Columbia Falls,MT,Flathead,48.3534,-114.178,
42 6095,Windsor,CT,Hartford,41.8561,-72.663,
41 57620,Bison,SD,Perkins,45.5161,-102.482,
44 98023,Federal Way,WA,King,47.3104,-122.361,
40 42459,Sturgis,KY,Union,37.5487,-87.996,
45 32520,Pensacola,FL,Escambia,30.4124,-87.203,
46 4746,Grand Isle,ME,Aroostook,47.3044,-68.154,
41 48909,Lansing,MI,Ingham,42.7325,-84.555,
47 49711,Bay Shore,MI,Charlevoix,45.3583,-85.097,
53 12967,North Lawrence,NY,St. Lawrence,44.775,-74.665,
42 70533,Erath,LA,Vermilion,29.9522,-92.034,
52 22911,Charlottesville,VA,Albemarle,38.0995,-78.408,
44 14081,Irving,NY,Chautauqua,42.5739,-79.059,
43 19366,Pocopson,PA,Chester,39.9004,-75.625,
51 63845,East Prairie,MO,Mississippi,36.7776,-89.372,
45 84013,Cedar Valley,UT,Utah,40.2959,-112.092,
53 32715,Altamonte Springs,FL,Seminole,28.6611,-81.365,
41 67008,Atlanta,KS,Cowley,37.4343,-96.766,
49 99759,Point Lay,AK,North Slope,69.7439,-163.008,
39 89832,Owyhee,NV,Elko,41.9477,-116.098,
48 84757,New Harmony,UT,Washington,37.455,-113.26,
43 51639,Farragut,IA,Fremont,40.7215,-95.477,
37 31733,Chula,GA,Tift,31.5439,-83.550,
45 37219,Nashville,TN,Davidson,36.1678,-86.783,
48 78402,Corpus Christi,TX,Nueces,27.8262,-97.385,
39 89048,Pahrump,NV,Nye,36.1661,-116.003,
47 52222,Deep River,IA,Poweshiek,41.5717,-92.364,
42 50633,Geneva,IA,Franklin,42.6755,-93.129,
42 74966,Wister,OK,Le Flore,34.9556,-94.783,
45 25873,Mac Arthur,WV,Raleigh,37.7517,-81.214,
42 89133,Las Vegas,NV,Clark,36.175,-115.137,
45 97759,Sisters,OR,Deschutes,44.3165,-121.509,
43 94619,Oakland,CA,Alameda,37.7878,-122.188,
46 96089,Shasta Lake,CA,Shasta,40.6579,-122.427,
43 50230,Radcliffe,IA,Hardin,42.3241,-93.423,
39 36670,Mobile,AL,Mobile,30.6589,-88.17,
42 97121,Hammond,OR,Clatsop,46.198,-123.952,
39 66941,Esbon,KS,Jewell,39.7562,-98.446,
44 2346,Middleboro,MA,Plymouth,41.8884,-70.89,
38 66072,Parker,KS,Linn,38.3303,-94.987,
42 48193,Riverview,MI,Wayne,42.1782,-83.246,
45 32456,Port Saint Joe,FL,Gulf,29.8119,-85.30,
45 47036,Oldenburg,IN,Franklin,39.3862,-85.238,
45 98859,Wauconda,WA,Okanogan,48.8224,-118.946,
46 52165,Ridgeway,IA,Winneshiek,43.2979,-92.003,
52 43116,Commercial Point,OH,Pickaway,39.7699,-83.060,
40 29933,Miley,SC,Hampton,32.9479,-81.031,
46 49003,Kalamazoo,MI,Kalamazoo,42.2454,-85.529,
41 60165,Stone Park,IL,Cook,41.903,-87.881,
46 40268,Louisville,KY,Jefferson,38.189,-85.676,
40 12224,Albany,NY,Albany,42.6526,-73.756,
40 61637,Peoria,IL,Peoria,40.7025,-89.589,
41 76379,Scotland,TX,Archer,33.6535,-98.46,
46 90270,Maywood,CA,Los Angeles,33.989,-118.187,
48 10543,Mamaroneck,NY,Westchester,40.9525,-73.73,
55 70084,Reserve,LA,St. John the Baptist,30.0603,-90.551,
43 46148,Knightstown,IN,Henry,39.806,-85.526,
45 5456,Ferrisburgh,VT,Addison,44.2056,-73.246,
43 56129,Ellsworth,MN,Nobles,43.5265,-96.011,
40 45875,Ottawa,OH,Putnam,41.0192,-84.047,
44 38139,Germantown,TN,Shelby,35.0874,-89.770,
39 65616,Branson,MO,Taney,36.669,-93.248,
42 60151,Maple Park,IL,Kane,41.9232,-88.599,
46 58053,Lidgerwood,ND,Richland,46.0641,-97.179,
41 73622,Bessie,OK,Washita,35.3854,-98.989,
38 66531,Riley,KS,Riley,39.3005,-96.822,
47 8019,Chatsworth,NJ,Burlington,39.8019,-74.525,
51 14741,Great Valley,NY,Cattaraugus,42.2083,-78.620,
39 37369,Reliance,TN,Polk,35.1807,-84.54,
42 97709,Bend,OR,Deschutes,44.0582,-121.315,
48 28284,Charlotte,NC,Mecklenburg,35.2271,-80.843,
54 23702,Portsmouth,VA,Portsmouth (city),36.8035,-76.32,
47 92051,Oceanside,CA,San Diego,33.1959,-117.379,
39 60441,Lockport,IL,Will,41.593,-88.050,
46 62074,New Douglas,IL,Madison,38.9676,-89.739,
45 41037,Elizaville,KY,Fleming,38.4195,-83.825,
42 11710,Bellmore,NY,Nassau,40.6729,-73.536,
49 23514,Norfolk,VA,Norfolk (city),36.8468,-76.285,
40 30527,Clermont,GA,Hall,34.4761,-83.785,
41 52032,Bernard,IA,Dubuque,42.3321,-90.86,
44 74557,Moyers,OK,Pushmataha,34.3386,-95.663,
48 86338,Skull Valley,AZ,Yavapai,34.5053,-112.685,
45 46204,Indianapolis,IN,Marion,39.772,-86.153,
48 45863,Middle Point,OH,Van Wert,40.8993,-84.454,
40 37322,Decatur,TN,Meigs,35.5072,-84.808,
46 15724,Cherry Tree,PA,Indiana,40.7554,-78.847,
44 30473,Uvalda,GA,Montgomery,32.0483,-82.508,
52 22840,Mc Gaheysville,VA,Rockingham,38.3712,-78.741,
41 58561,Napoleon,ND,Logan,46.4867,-99.772,
39 89511,Reno,NV,Washoe,39.4151,-119.766,
47 36550,Little River,AL,Baldwin,31.2246,-87.754,
41 27016,Danbury,NC,Stokes,36.4559,-80.219,
40 36652,Mobile,AL,Mobile,30.6944,-88.043,
52 35763,Owens Cross Roads,AL,Madison,34.6215,-86.464,
42 61462,Monmouth,IL,Warren,40.9107,-90.644,
45 44113,Cleveland,OH,Cuyahoga,41.4816,-81.701,
49 3227,Center Sandwich,NH,Carroll,43.8162,-71.450,
53 99725,Ester,AK,Fairbanks North Star,64.871,-148.094,
49 87174,Rio Rancho,NM,Bernalillo,35.0443,-106.672,
43 16646,Hastings,PA,Cambria,40.6659,-78.702,
56 13630,De Kalb Junction,NY,St. Lawrence,44.4896,-75.287,
40 13407,Mohawk,NY,Herkimer,42.99,-74.985,
41 98355,Mineral,WA,Lewis,46.7096,-122.186,
44 54165,Seymour,WI,Outagamie,44.5091,-88.317,
47 40219,Louisville,KY,Jefferson,38.1381,-85.695,
48 87036,Mountainair,NM,Torrance,34.5158,-106.257,
38 46994,Walton,IN,Cass,40.6772,-86.280,
42 65746,Seymour,MO,Webster,37.1667,-92.785,
46 27410,Greensboro,NC,Guilford,36.1032,-79.879,
44 48837,Grand Ledge,MI,Eaton,42.7529,-84.737,
44 78011,Charlotte,TX,Atascosa,28.8649,-98.70,
47 40203,Louisville,KY,Jefferson,38.2493,-85.769,
41 96788,Pukalani,HI,Maui,20.8559,-156.325,
43 67230,Wichita,KS,Sedgwick,37.6808,-97.155,
42 30096,Duluth,GA,Gwinnett,33.9845,-84.152,
45 27351,Southmont,NC,Davidson,35.6605,-80.283,
41 45036,Lebanon,OH,Warren,39.4293,-84.173,
40 68422,Pickrell,NE,Gage,40.3821,-96.734,
39 41203,Beauty,KY,Martin,37.8401,-82.43,
44 40546,Lexington,KY,Fayette,38.0283,-84.471,
42 4925,Caratunk,ME,Somerset,45.241,-69.938,
48 43945,Salineville,OH,Columbiana,40.6195,-80.83,
43 86334,Paulden,AZ,Yavapai,35.0313,-112.544,
46 91426,Encino,CA,Los Angeles,34.1592,-118.501,
49 37656,Fall Branch,TN,Washington,36.4158,-82.625,
38 13033,Cato,NY,Cayuga,43.1794,-76.564,
45 77458,Midfield,TX,Matagorda,28.9362,-96.226,
43 5768,Rupert,VT,Bennington,43.2598,-73.222,
42 79730,Coyanosa,TX,Pecos,31.2295,-103.053,
46 2860,Pawtucket,RI,Providence,41.8729,-71.390,
38 17309,Brogue,PA,York,39.8608,-76.467,
40 77256,Houston,TX,Harris,29.834,-95.434,
40 62448,Newton,IL,Jasper,38.9847,-88.170,
43 32904,Melbourne,FL,Brevard,28.0673,-80.67,
41 37694,Watauga,TN,Carter,36.3702,-82.268,
43 4775,Sheridan,ME,Aroostook,46.6573,-68.40,
42 38391,Denmark,TN,Madison,35.5571,-88.975,
48 91741,Glendora,CA,Los Angeles,34.1537,-117.843,
41 42566,Yosemite,KY,Casey,37.3074,-84.812,
43 74441,Hulbert,OK,Cherokee,35.9254,-95.165,
46 83463,Gibbonsville,ID,Lemhi,45.5704,-113.991,
47 25422,Great Cacapon,WV,Morgan,39.5836,-78.333,
43 49040,Colon,MI,St. Joseph,41.9576,-85.330,
45 33015,Hialeah,FL,Miami-Dade,25.9388,-80.316,
40 12245,Albany,NY,Albany,42.6526,-73.756,
42 24834,Fanrock,WV,Wyoming,37.5532,-81.630,
48 87539,La Madera,NM,Rio Arriba,36.4654,-106.578,
45 78364,Kingsville,TX,Kleberg,27.5159,-97.856,
41 3820,Dover,NH,Strafford,43.1888,-70.886,
46 24635,Pocahontas,VA,Tazewell,37.3054,-81.342,
43 62556,Palmer,IL,Christian,39.4699,-89.373,
47 25918,Shady Spring,WV,Raleigh,37.7416,-81.014,
43 31404,Savannah,GA,Chatham,32.0543,-81.049,
38 60031,Gurnee,IL,Lake,42.3669,-87.945,
42 50303,Des Moines,IA,Polk,41.6727,-93.572,
43 27526,Fuquay Varina,NC,Wake,35.58,-78.790,
43 55473,Minneapolis,MN,Carver,44.98,-93.263,
46 38313,Beech Bluff,TN,Madison,35.5922,-88.639,
45 52568,Martinsburg,IA,Keokuk,41.1948,-92.271,
45 90624,Buena Park,CA,Orange,33.8584,-118.003,
41 74450,Oktaha,OK,Muskogee,35.625,-95.485,
44 7307,Jersey City,NJ,Hudson,40.7482,-74.049,
37 53506,Avoca,WI,Iowa,43.1571,-90.288,
59 99929,Wrangell,AK,Wrangell-Petersburg (C,56.4335,-132.352,
38 72540,Guion,AR,Izard,35.9266,-91.910,
52 80939,Colorado Springs,CO,El Paso,38.8776,-104.677,
45 6090,West Granby,CT,Hartford,41.9556,-72.86,
46 19035,Gladwyne,PA,Montgomery,40.0451,-75.282,
52 80929,Colorado Springs,CO,El Paso,38.7968,-104.607,
46 36752,Lowndesboro,AL,Lowndes,32.2943,-86.647,
38 61349,Ohio,IL,Bureau,41.5371,-89.457,
46 70152,New Orleans,LA,Orleans,29.9546,-90.075,
42 37143,Pegram,TN,Cheatham,36.1129,-87.031,
49 10303,Staten Island,NY,Richmond,40.6301,-74.160,
39 27635,Raleigh,NC,Wake,35.7977,-78.625,
40 79312,Amherst,TX,Lamb,33.9976,-102.441,
41 5058,Post Mills,VT,Orange,43.8858,-72.2,
42 85172,Stanfield,AZ,Pinal,32.8823,-111.96,
44 8812,Dunellen,NJ,Middlesex,40.5897,-74.463,
37 75569,Nash,TX,Bowie,33.4344,-94.121,
43 50680,Wellsburg,IA,Grundy,42.4494,-92.939,
44 31906,Columbus,GA,Muscogee,32.4638,-84.948,
48 61534,Green Valley,IL,Tazewell,40.4198,-89.654,
45 37153,Rockvale,TN,Rutherford,35.745,-86.535,
52 55361,Minnetonka Beach,MN,Hennepin,44.9402,-93.592,
49 17978,Spring Glen,PA,Schuylkill,40.6258,-76.621,
51 10551,Mount Vernon,NY,Westchester,40.9126,-73.837,
52 20722,Brentwood,MD,Prince George's,38.9407,-76.953,
46 64184,Kansas City,MO,Jackson,39.0997,-94.578,
42 54011,Ellsworth,WI,Pierce,44.7302,-92.48,
48 29605,Greenville,SC,Greenville,34.8001,-82.393,
58 20508,Washington,DC,District of Columbia,38.8933,-77.014,
47 43948,Smithfield,OH,Jefferson,40.2709,-80.781,
45 39168,Taylorsville,MS,Smith,31.8394,-89.404,
44 23421,Parksley,VA,Accomack,37.7744,-75.638,
50 30251,Luthersville,GA,Meriwether,33.2101,-84.744,
45 53122,Elm Grove,WI,Waukesha,43.0479,-88.085,
48 43073,Summit Station,OH,Licking,39.9965,-82.75,
53 21289,Baltimore,MD,Baltimore (city),39.2847,-76.620,
36 16534,Erie,PA,Erie,42.1292,-80.085,
50 91352,Sun Valley,CA,Los Angeles,34.2209,-118.369,
47 62091,Walshville,IL,Montgomery,39.0473,-89.63,
43 18109,Allentown,PA,Lehigh,40.6366,-75.440,
45 47341,Fountain City,IN,Wayne,39.9634,-84.90,
36 65637,Dora,MO,Ozark,36.756,-92.237,
42 98304,Ashford,WA,Pierce,46.7531,-121.989,
42 50936,Des Moines,IA,Polk,41.6727,-93.572,
48 91743,Guasti,CA,San Bernardino,34.065,-117.586,
42 60539,Mooseheart,IL,Kane,41.8241,-88.331,
45 42021,Arlington,KY,Carlisle,36.7903,-89.012,
41 66611,Topeka,KS,Shawnee,39.0142,-95.698,
39 43681,Toledo,OH,Lucas,41.6868,-83.439,
51 90051,Los Angeles,CA,Los Angeles,34.0522,-118.243,
45 58773,Powers Lake,ND,Burke,48.6551,-102.679,
43 49931,Houghton,MI,Houghton,47.1158,-88.55,
45 70429,Bogalusa,LA,Washington,30.791,-89.848,
42 57069,Vermillion,SD,Clay,42.7951,-96.925,
39 60680,Chicago,IL,Cook,41.8119,-87.687,
55 85309,Luke Air Force Base,AZ,Maricopa,33.5387,-112.18,
43 75845,Groveton,TX,Trinity,31.0651,-95.096,
50 85375,Sun City West,AZ,Maricopa,33.6856,-112.365,
43 84092,Sandy,UT,Salt Lake,40.5834,-111.746,
41 59338,Kinsey,MT,Custer,46.5708,-105.656,
62 70816,Baton Rouge,LA,East Baton Rouge Parish,30.4273,-91.035,
45 59851,Milltown,MT,Missoula,46.8737,-113.878,
41 53959,Reedsburg,WI,Sauk,43.5316,-89.995,
48 78633,Georgetown,TX,Williamson,30.7177,-97.754,
43 81240,Penrose,CO,Fremont,38.4336,-105.011,
44 50155,Macksburg,IA,Madison,41.2104,-94.182,
46 11757,Lindenhurst,NY,Suffolk,40.6884,-73.374,
46 19342,Glen Mills,PA,Delaware,39.9015,-75.504,
44 83256,Moreland,ID,Bingham,43.2226,-112.442,
41 94560,Newark,CA,Alameda,37.5368,-122.03,
46 28224,Charlotte,NC,Mecklenburg,35.26,-80.804,
45 47519,Cannelburg,IN,Daviess,38.6698,-86.998,
38 34797,Yalaha,FL,Lake,28.7444,-81.826,
37 14027,Brant,NY,Erie,42.5707,-79.030,
47 52594,Unionville,IA,Appanoose,40.8416,-92.693,
45 17123,Harrisburg,PA,Dauphin,40.2675,-76.883,
48 5857,Newport Center,VT,Orleans,44.9442,-72.297,
40 31040,Dublin,GA,Laurens,32.5401,-82.91,
42 15447,Isabella,PA,Fayette,39.946,-79.939,
45 32509,Pensacola,FL,Escambia,30.4643,-87.340,
40 85620,Naco,AZ,Cochise,31.3373,-109.941,
51 86314,Prescott Valley,AZ,Yavapai,34.6019,-112.326,
44 58650,Regent,ND,Hettinger,46.4235,-102.568,
43 5457,Franklin,VT,Franklin,44.9614,-72.903,
44 96709,Kapolei,HI,Honolulu,21.3233,-158.005,
45 31313,Hinesville,GA,Liberty,31.8513,-81.607,
46 92591,Temecula,CA,Riverside,33.5217,-117.128,
41 83245,Inkom,ID,Bannock,42.7964,-112.246,
43 13202,Syracuse,NY,Onondaga,43.041,-76.148,
58 20579,Washington,DC,District of Columbia,38.9043,-77.044,
48 34951,Fort Pierce,FL,St. Lucie,27.5391,-80.405,
49 45663,West Portsmouth,OH,Scioto,38.7495,-83.133,
41 53809,Fennimore,WI,Grant,42.9886,-90.65,
44 75011,Carrollton,TX,Dallas,32.9537,-96.890,
40 76049,Granbury,TX,Hood,32.4488,-97.728,
43 34698,Dunedin,FL,Pinellas,28.0284,-82.779,
46 40452,Mitchellsburg,KY,Boyle,37.6033,-84.949,
40 88578,El Paso,TX,El Paso,31.6948,-106.,
40 55607,Isabella,MN,Lake,47.6604,-91.498,
40 15484,Uledi,PA,Fayette,39.8936,-79.785,
43 35640,Hartselle,AL,Morgan,34.4482,-86.924,
46 4341,Coopers Mills,ME,Lincoln,44.2588,-69.55,
40 36304,Dothan,AL,Houston,31.156,-85.355,
39 14225,Buffalo,NY,Erie,42.9255,-78.748,
44 46538,Leesburg,IN,Kosciusko,41.3266,-85.81,
46 21749,Hagerstown,MD,Washington,39.6418,-77.7,
41 83604,Bruneau,ID,Owyhee,42.614,-115.841,
43 6470,Newtown,CT,Fairfield,41.3931,-73.316,
42 78164,Yorktown,TX,DeWitt,28.9892,-97.512,
46 28547,Camp Lejeune,NC,Onslow,34.6909,-77.361,
40 75115,Desoto,TX,Dallas,32.6041,-96.865,
42 52002,Dubuque,IA,Dubuque,42.5122,-90.738,
45 16335,Meadville,PA,Crawford,41.6338,-80.148,
42 40819,Coldiron,KY,Harlan,36.8201,-83.470,
39 38259,Trimble,TN,Dyer,36.2011,-89.186,
47 28043,Forest City,NC,Rutherford,35.325,-81.84,
52 33714,Saint Petersburg,FL,Pinellas,27.8176,-82.677,
48 27106,Winston Salem,NC,Forsyth,36.1428,-80.306,
46 12827,Fort Ann,NY,Washington,43.4285,-73.478,
42 84093,Sandy,UT,Salt Lake,40.5927,-111.83,
53 21235,Baltimore,MD,Baltimore (city),39.2847,-76.620,
47 92155,San Diego,CA,San Diego,32.6716,-117.165,
44 2575,West Tisbury,MA,Dukes,41.4213,-70.642,
59 23605,Newport News,VA,Newport News (city),37.0156,-76.433,
40 56307,Albany,MN,Stearns,45.6151,-94.57,
40 29826,Elko,SC,Barnwell,33.3804,-81.379,
47 29162,Turbeville,SC,Clarendon,33.8907,-80.018,
44 78235,San Antonio,TX,Bexar,29.3494,-98.442,
51 20770,Greenbelt,MD,Prince George's,38.9996,-76.88,
45 64151,Kansas City,MO,Platte,39.2127,-94.638,
42 48423,Davison,MI,Genesee,43.0348,-83.526,
45 43716,Beallsville,OH,Monroe,39.8484,-81.036,
47 98604,Battle Ground,WA,Clark,45.7907,-122.531,
73 94134,San Francisco,CA,City and County of San Francisco,37.719,-122.409,
43 63944,Greenville,MO,Wayne,37.1108,-90.451,
45 27094,Rural Hall,NC,Forsyth,36.2404,-80.293,
45 86507,Lukachukai,AZ,Apache,36.4181,-109.244,
41 30359,Atlanta,GA,DeKalb,33.8913,-84.074,
45 64633,Carrollton,MO,Carroll,39.3673,-93.492,
38 60475,Steger,IL,Cook,41.4686,-87.638,
48 45360,Port Jefferson,OH,Shelby,40.3307,-84.092,
58 20424,Washington,DC,District of Columbia,38.8933,-77.014,
37 76569,Rogers,TX,Bell,30.955,-97.222,
46 35070,Garden City,AL,Cullman,34.0058,-86.749,
46 99723,Barrow,AK,North Slope,71.2346,-156.817,
39 72576,Salem,AR,Fulton,36.3766,-91.875,
49 23183,White Marsh,VA,Gloucester,37.3632,-76.532,
48 93285,Wofford Heights,CA,Kern,35.7246,-118.455,
39 32754,Mims,FL,Brevard,28.6974,-80.866,
41 52001,Dubuque,IA,Dubuque,42.515,-90.681,
39 43462,Rudolph,OH,Wood,41.2967,-83.683,
41 93603,Badger,CA,Tulare,36.6313,-119.013,
40 85349,San Luis,AZ,Yuma,32.487,-114.782,
44 17966,Ravine,PA,Schuylkill,40.5745,-76.403,
39 45850,Harrod,OH,Allen,40.7177,-83.943,
42 16917,Covington,PA,Tioga,41.7448,-77.077,
44 55921,Caledonia,MN,Houston,43.6221,-91.483,
42 57441,Frederick,SD,Brown,45.8493,-98.517,
41 11216,Brooklyn,NY,Kings,40.6794,-73.949,
39 58756,Makoti,ND,Ward,47.9611,-101.804,
44 52332,Shellsburg,IA,Benton,42.0848,-91.874,
45 17512,Columbia,PA,Lancaster,40.0391,-76.486,
49 73109,Oklahoma City,OK,Oklahoma,35.4259,-97.526,
47 59404,Great Falls,MT,Cascade,47.5098,-111.340,
46 34946,Fort Pierce,FL,St. Lucie,27.5008,-80.3,
44 48135,Garden City,MI,Wayne,42.3242,-83.340,
44 69201,Valentine,NE,Cherry,42.8062,-100.621,
45 44191,Cleveland,OH,Cuyahoga,41.6857,-81.672,
42 50328,Des Moines,IA,Polk,41.6727,-93.572,
42 95303,Ballico,CA,Merced,37.4548,-120.693,
42 62259,Menard,IL,Randolph,37.9101,-89.839,
43 42541,Middleburg,KY,Casey,37.3591,-84.832,
44 77306,Conroe,TX,Montgomery,30.2277,-95.285,
40 36587,Wilmer,AL,Mobile,30.8137,-88.333,
43 79414,Lubbock,TX,Lubbock,33.5497,-101.918,
47 47992,Westpoint,IN,Tippecanoe,40.3581,-87.057,
41 77032,Houston,TX,Harris,29.9368,-95.329,
49 25446,Summit Point,WV,Jefferson,39.2338,-77.958,
44 77387,Spring,TX,Montgomery,30.1199,-95.424,
44 15555,Quecreek,PA,Somerset,40.0914,-79.087,
43 2176,Melrose,MA,Middlesex,42.4581,-71.063,
48 47702,Evansville,IN,Vanderburgh,37.9971,-87.57,
45 48462,Ortonville,MI,Oakland,42.8409,-83.428,
37 27332,Sanford,NC,Lee,35.4469,-79.13,
43 57738,Fairburn,SD,Custer,43.6623,-103.213,
40 46532,Hamlet,IN,Starke,41.3931,-86.594,
43 35548,Brilliant,AL,Marion,34.0377,-87.756,
43 68960,Naponee,NE,Franklin,40.1258,-99.127,
37 25904,Pax,WV,Fayette,37.911,-81.264,
52 18063,Martins Creek,PA,Northampton,40.7825,-75.173,
45 93940,Monterey,CA,Monterey,36.5802,-121.844,
51 90012,Los Angeles,CA,Los Angeles,34.0614,-118.238,
39 55017,Dalbo,MN,Isanti,45.6787,-93.441,
38 41352,Mize,KY,Morgan,37.8235,-83.333,
50 48035,Clinton Township,MI,Macomb,42.5512,-82.916,
44 65274,New Franklin,MO,Howard,39.02,-92.738,
43 33256,Miami,FL,Miami-Dade,25.7743,-80.193,
41 21082,Hydes,MD,Baltimore,39.474,-76.469,
49 2459,Newton Center,MA,Middlesex,42.3341,-71.183,
40 17032,Halifax,PA,Dauphin,40.476,-76.89,
50 5463,Isle La Motte,VT,Grand Isle,44.8781,-73.338,
42 53140,Kenosha,WI,Kenosha,42.6052,-87.829,
43 83840,Kootenai,ID,Bonner,48.3102,-116.513,
45 60463,Palos Heights,IL,Cook,41.6621,-87.792,
58 20544,Washington,DC,District of Columbia,38.8933,-77.014,
47 42464,White Plains,KY,Hopkins,37.1788,-87.364,
39 27708,Durham,NC,Durham,36.0287,-78.92,
44 81222,Coaldale,CO,Fremont,38.3824,-105.784,
40 61634,Peoria,IL,Peoria,40.6896,-89.592,
43 94613,Oakland,CA,Alameda,37.7811,-122.186,
46 49019,Kalamazoo,MI,Kalamazoo,42.2454,-85.529,
41 61924,Chrisman,IL,Edgar,39.7996,-87.655,
44 43240,Columbus,OH,Franklin,40.1454,-82.981,
50 23828,Branchville,VA,Southampton,36.5787,-77.270,
44 56087,Springfield,MN,Brown,44.2329,-94.979,
44 41464,Royalton,KY,Magoffin,37.6751,-83.021,
58 20599,Washington,DC,District of Columbia,38.8933,-77.014,
41 31772,Oakfield,GA,Worth,31.7798,-83.970,
47 57646,Mound City,SD,Campbell,45.6786,-100.047,
40 43523,Grelton,OH,Henry,41.3411,-84.000,
40 61855,Milmine,IL,Piatt,39.9238,-88.659,
40 97313,Salem,OR,Marion,44.9849,-122.998,
44 33875,Sebring,FL,Highlands,27.4676,-81.458,
41 89040,Overton,NV,Clark,36.5703,-114.473,
43 33037,Key Largo,FL,Monroe,25.0865,-80.447,
47 97123,Hillsboro,OR,Washington,45.4984,-122.95,
48 4628,Dennysville,ME,Washington,44.8961,-67.224,
45 32795,Lake Mary,FL,Seminole,28.7448,-81.223,
39 37733,Rugby,TN,Morgan,36.3519,-84.713,
38 43504,Berkey,OH,Lucas,41.6989,-83.83,
49 40069,Springfield,KY,Washington,37.7342,-85.210,
42 66502,Manhattan,KS,Riley,39.1938,-96.585,
41 66619,Topeka,KS,Shawnee,38.9536,-95.723,
41 72857,Plainview,AR,Yell,34.9668,-93.309,
45 28814,Asheville,NC,Buncombe,35.6648,-82.492,
39 57058,Salem,SD,McCook,43.7356,-97.379,
52 84534,Montezuma Creek,UT,San Juan,37.2539,-109.106,
50 5050,Mc Indoe Falls,VT,Caledonia,44.4624,-72.135,
42 78003,Bandera,TX,Bandera,29.7276,-99.045,
38 40972,Oneida,KY,Clay,37.2695,-83.649,
41 68950,Holstein,NE,Adams,40.4542,-98.653,
46 8870,Readington,NJ,Hunterdon,40.5687,-74.737,
45 34136,Bonita Springs,FL,Lee,26.3398,-81.778,
48 82242,Van Tassell,WY,Niobrara,42.7033,-104.140,
42 29657,Liberty,SC,Pickens,34.7872,-82.697,
50 71161,Shreveport,LA,Caddo Parish,32.6076,-93.752,
43 12997,Wilmington,NY,Essex,44.3755,-73.843,
50 99624,Larsen Bay,AK,Kodiak Island,57.54,-153.978,
43 61230,Albany,IL,Whiteside,41.7659,-90.208,
43 21040,Edgewood,MD,Harford,39.4277,-76.305,
44 79097,White Deer,TX,Carson,35.4278,-101.17,
44 59701,Butte,MT,Silver Bow,45.9979,-112.598,
43 47670,Princeton,IN,Gibson,38.3525,-87.569,
45 71306,Alexandria,LA,Rapides,31.3113,-92.445,
38 31778,Pavo,GA,Thomas,30.9401,-83.740,
44 84711,Annabella,UT,Sevier,38.7168,-112.065,
45 23302,Assawoman,VA,Accomack,37.8658,-75.527,
48 22435,Callao,VA,Northumberland,37.9773,-76.573,
44 20137,Broad Run,VA,Fauquier,38.8237,-77.71,
41 75404,Greenville,TX,Hunt,33.0563,-96.08,
37 74171,Tulsa,OK,Tulsa,36.154,-95.992,
40 58313,Balta,ND,Pierce,48.1667,-100.037,
42 12843,Johnsburg,NY,Warren,43.586,-73.916,
42 27010,Bethania,NC,Forsyth,36.183,-80.338,
45 44199,Cleveland,OH,Cuyahoga,41.4995,-81.695,
43 48022,Emmett,MI,St. Clair,42.9872,-82.785,
48 1436,Baldwinville,MA,Worcester,42.5936,-72.064,
42 60949,Ludlow,IL,Champaign,40.3747,-88.13,
43 4932,Dixmont,ME,Penobscot,44.6991,-69.102,
